agency_cd,site_no,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
USGS,254303080155001,G  -  45,GW,254303,0801550,25.71787899,-80.2636615,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,15.9,,,459832500
USGS,254304080180701,S  - 943,GW,254304,0801807,25.7181569,-80.301718,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NYNNNNNN,,,,32,,,459832500
USGS,254306080235002,G  - 958A,GW,254306,0802350,25.71871285,-80.3969983,M,F,NAD27,NAD83,122,12,086,US,      S24 T54S  R39E  S,"SOUTH MIAMI NW, FL",  24000, 6,N,4.3,NAVD88,03090206,21,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19720101,,,,EST,Y,C,YYNYNYNN,N400BISCYN,112BSCNN,,32,,,459832500
USGS,254309080141902,G  -3659,GW,254309,0801419,25.7195455,-80.2383829,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960518,19960610,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,10,10,,61800
USGS,254309080155001,704  MILLER RD MIAMI FL,GW,254309,0801550,25.7195456,-80.2636615,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NNNNNNNN,,,,28,,,
USGS,254314080142601,G  -3656,GW,254314,0801426,25.72093437,-80.2403275,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960516,19960610,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,35,35,,61800
USGS,254314080142602,G  -3657,GW,254314,0801426,25.72093437,-80.2403275,M,S,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,O,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19960517,19960610,,,EST,Y,C,YYNNNNNN,N400BISCYN,112BSCNN,U,10,10,,61800
USGS,254317080153801,G  -  46,GW,254317,0801538,25.72176773,-80.260328,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"SOUTH MIAMI, FL",  24000, 12,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,15.9,,,459832500
USGS,254319080150401,G  -  40,GW,254319,0801504,25.72232323,-80.2508834,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"SOUTH MIAMI, FL",  24000, 9,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,20,,,459832500
USGS,254324080154201,G  -  33,GW,254324,0801542,25.7237121,-80.26143919,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"SOUTH MIAMI, FL",  24000, 9,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,19.5,,,459832500
USGS,254325080153501,G  -  32,GW,254325,0801535,25.72398987,-80.25949469,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"SOUTH MIAMI, FL",  24000, 11,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,19,,,459832500
USGS,254325080153801,S  - 171,GW,254325,0801538,25.72398988,-80.260328,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,39.3,,,459832500
USGS,254325080155201,G  -  34,GW,254325,0801552,25.72398989,-80.264217,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"SOUTH MIAMI, FL",  24000, 6,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,19.8,,,459832500
USGS,254326080145201,MIAMI-DADE G-3747,GW,254326.50,0801452.31,25.72440648,-80.247636,D,1,NAD27,NAD83,122,12,086,US,      S   T     R,,,00016.09,L,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,20010321,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,98.1,,,
USGS,254328080153501,G  -  30,GW,254328,0801535,25.72482318,-80.25949469,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"SOUTH MIAMI, FL",  24000, 12,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,20,,,459832500
USGS,254328080154301,G  -  31,GW,254328,0801543,25.72482319,-80.261717,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"SOUTH MIAMI, FL",  24000, 9,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,19.3,,,459832500
USGS,254331080142401,G  -3748,GW,254331.35,0801424.71,25.72575365,-80.239969,D,1,NAD27,NAD83,122,12,086,US,      S   T     R,,, 2.37,L,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,20010321,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,,35.5,,
USGS,254331080142402,G  -3749,GW,254331.46,0801424.81,25.7257842,-80.2399968,D,1,NAD27,NAD83,122,12,086,US,      S   T     R,,, 2.43,L,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,20010321,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,,63.2,,
USGS,254331080142403,G  -3750,GW,254331.54,0801424.91,25.7258064,-80.2400246,D,1,NAD27,NAD83,122,12,086,US,      S   T     R,,, 2.62,L,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,20010323,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,,98.3,,
USGS,254332080200801,G  -  39,GW,254332,0802008,25.72593456,-80.33533,M,U,NAD27,NAD83,122,12,086,US,      S22 T54S  R40E  T,,, 8.08,L,.1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19400101,,,,EST,Y,C,YYNYNYNN,,,,6,,,459832500
USGS,254333080164801,G  - 897,GW,254333,0801648,25.7262121,-80.27977299,M,U,NAD27,NAD83,122,12,086,US,SWNENES19 T54S  R41E  T,,, 10.00,M,5.,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNYNNNN,,,,79,,,459832500
USGS,254335080170501,G  - 432,GW,254335.9,0801703.3,25.72663889,-80.28425,G,1,NAD83,NAD83,122,12,086,US,NWSWSWS19 T54S  R41E  T,SOUTH MIAMI,  24000, 11.5,L, .1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19460323,19460323,,,EST,Y,C,YYNYNYNN,N400BISCYN,112BSCNN,U,99.5,,,2080-00200
USGS,254337080154901,G  -  44,GW,254337,0801549,25.7273231,-80.2633837,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"SOUTH MIAMI, FL",  24000, 10,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,15.3,,,459832500
USGS,254338080144501,G  -  43,GW,254338,0801445,25.7276008,-80.2456054,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"KEY BISCAYNE, FL",  24000, 8,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,12.8,,,459832500
USGS,254341080174001,G  -3606,GW,254341.7,0801734.5,25.72825,-80.2929167,G,1,NAD83,NAD83,122,12,086,US,NWSWNES24 T54S  R40E  T,,, 13.4,U, .1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19950624,19960117,,,EST,Y,C,YYNNNYNN,N400BISCYN,112BSCNN,U,120,120,D,2080-00200
USGS,254343080152101,G  -  47,GW,254343,0801521,25.72898969,-80.2556057,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,19.6,,,459832500
USGS,254345080093001,WELL  - BEAR CUT STATION 197 AND 47,GW,254345,0800930,25.72954507,-80.1581022,M,U,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,L,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NNNNNNNN,,,,579,,,
USGS,254350080141801,F  - 160,GW,254350,0801418,25.730934,-80.238105,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,63.9,,,459832500
USGS,254352080141601,G  - 292,GW,254352,0801416,25.73148956,-80.23754949,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,, 14.41,U,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,16.2,,,459832500
USGS,254356080140201,G  - 334,GW,254356,0801402,25.73260063,-80.2336605,M,U,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,6.4,,,459832500
USGS,254356080210801,G  -  37,GW,254356,0802108,25.73260106,-80.351997,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,9.2,,,459832500
USGS,254358080151301,S  - 148,GW,254358,0801513,25.7331562,-80.2533833,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,80,,,459832500
USGS,254358080155701,F  - 307,GW,254358,0801557,25.73315625,-80.26560589,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,18.3,,,459832500
USGS,254358080181201,S  - 173,GW,254358,0801812,25.7331564,-80.30310689,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,95,,,459832500
USGS,254358080183901,S  - 944,GW,254358,0801839,25.73315643,-80.31060708,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NYNNNNNN,,,,54.4,,,459832500
USGS,254359080142301,F  - 202,GW,254359,0801423,25.73343394,-80.23949399,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,62,,,459832500
USGS,254359080151301,S  - 150,GW,254359,0801513,25.73343397,-80.2533833,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,66,,,459832500
USGS,254359080151401,S  - 149,GW,254359,0801514,25.73343397,-80.2536611,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,58,,,459832500
USGS,254400080170501,S  - 166,GW,254400,0801705,25.73371186,-80.2844953,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,71,,,459832500
USGS,254403080163401,G  - 428A,GW,254403,0801634,25.73454513,-80.2758839,M,S,NAD27,NAD83,122,12,086,US,SESWSES18 T54S  R41E  T,,, 9.66,L,.1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19590101,,,,EST,Y,C,YYNYNNNN,,,,69,,,459832500
USGS,254404080152201,S  - 170,GW,254404,0801522,25.7348228,-80.2558834,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,45,,,459832500
USGS,254405080135301,S  - 147,GW,254405,0801353,25.73510054,-80.2311603,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,45,,,459832500
USGS,254405080141801,F  - 159,GW,254405,0801418,25.73510055,-80.238105,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,85.8,,,459832500
USGS,254406080140501,F  - 213,GW,254406,0801405,25.7353783,-80.2344938,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"KEY BISCAYNE, FL",  24000, 14,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,69.1,,,459832500
USGS,254406080142201,G  - 158A,GW,254406,0801422,25.7353783,-80.23921619,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,16.7,,,459832500
USGS,254406080143701,F  - 188,GW,254406,0801437,25.7353783,-80.243383,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,115,,,459832500
USGS,254413080203201,G  -1647,GW,254413,0802032,25.73732307,-80.3419968,M,F,NAD27,NAD83,122,12,086,US,SWSENWS16 T54S  R40E  T,,,,,,,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19720101,,,,EST,Y,C,YYNYNNNN,,,,8,,,459832500
USGS,254413080203202,G  -1648,GW,254413,0802032,25.73732307,-80.3419968,M,F,NAD27,NAD83,122,12,086,US,SWSENWS16 T54S  R40E  T,"SOUTH MIAMI, FL",  24000, 7,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19720101,,,,EST,Y,C,YYNYNYNN,,,,24.8,,,459832500
USGS,254414080141801,F  - 158,GW,254414,0801418,25.73760046,-80.238105,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,83.4,,,459832500
USGS,254414080203201,G  -1605,GW,254414,0802032,25.73760084,-80.3419968,M,F,NAD27,NAD83,122,12,086,US,SWSENWS16 T54S  R40E  T,,, 8.60,U, .1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19710101,,,,EST,Y,C,YYNYNYNN,,,,9.5,,,459832500
USGS,254414080203202,G  -1606,GW,254414,0802032,25.73760084,-80.3419968,M,F,NAD27,NAD83,122,12,086,US,SWSENWS16 T54S  R40E  T,"SOUTH MIAMI, FL",  24000, 7,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19710101,,,,EST,Y,C,YYNYNYNN,,,,25.5,,,459832500
USGS,254414080203203,G  -1607,GW,254414,0802032,25.73760084,-80.3419968,M,F,NAD27,NAD83,122,12,086,US,SWSENWS16 T54S  R40E  T,"SOUTH MIAMI, FL",  24000, 7,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19710101,,,,EST,Y,C,YYNYNYNN,,,,33.5,,,459832500
USGS,254414080203204,G  -1608,GW,254414,0802032,25.73760084,-80.3419968,M,F,NAD27,NAD83,122,12,086,US,SWSENWS16 T54S  R40E  T,"SOUTH MIAMI, FL",  24000, 7,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19710101,,,,EST,Y,C,YYNYNYNN,,,,49.5,,,459832500
USGS,254414080203205,G  -1609,GW,254414,0802032,25.73760084,-80.3419968,M,F,NAD27,NAD83,122,12,086,US,SWSENWS16 T54S  R40E  T,"SOUTH MIAMI, FL",  24000, 7,N,4.3,NAVD88,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19710101,,,,EST,Y,C,YYNYNYNN,,,,60.5,,,459832500
USGS,254415080140601,G  - 293,GW,254415,0801406,25.73787823,-80.2347716,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,13,,,459832500
USGS,254415080143701,F  - 191,GW,254415,0801437,25.73787824,-80.24338299,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,66.3,,,459832500
USGS,254416080171201,G  - 788,GW,254416,0801712,25.73815616,-80.2864397,M,U,NAD27,NAD83,122,12,086,US,SWNWSWS18 T54S  R41E  T,,, 10.00,M,5.,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNYNNNN,,,,91.8,,,459832500
USGS,254417080141101,G  -  48,GW,254417,0801411,25.73843377,-80.2361605,M,U,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,12.8,,,459832500
USGS,254421080140501,F  - 198,GW,254421,0801405,25.73954484,-80.2344938,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,67.2,,,459832500
USGS,254422080135401,G  - 295,GW,254422,0801354,25.7398226,-80.2314381,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,NNNNNNNN,,,,13,,,
USGS,254422080153701,F  - 305,GW,254422,0801537,25.73982267,-80.2600501,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,17.2,,,459832500
USGS,254424080162301,F  - 309,GW,254424,0801623,25.74037825,-80.2728283,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,13.9,,,459832500
USGS,254425080141801,F  - 168,GW,254425,0801418,25.7406559,-80.238105,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,107,,,459832500
USGS,254426080142001,F  - 177,GW,254426,0801420,25.74093368,-80.2386606,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,"KEY BISCAYNE, FL",  24000, 9,N,4.3,NAVD88,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNYNN,,,,55.5,,,459832500
USGS,254426080142401,F  - 171,GW,254426,0801424,25.74093369,-80.2397717,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,56.3,,,459832500
USGS,254427080141401,D  - 133,GW,254427,0801414,25.74121145,-80.2369938,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,106,,,459832500
USGS,254428080141701,G  - 189,GW,254428,0801417,25.7414892,-80.2378272,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,, 11.56,U,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,241,,,459832500
USGS,254428080144401,F  - 181,GW,254428,0801444,25.74148923,-80.2453275,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,52.4,,,459832500
USGS,254429080134401,F  - 192,GW,254429,0801344,25.74176697,-80.2286602,M,U,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,76.4,,,459832500
USGS,254430080134901,G  - 294,GW,254430,0801349,25.74204474,-80.2300491,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,11.7,,,459832500
USGS,254433080135801,D  - 123,GW,254433,0801358,25.74287805,-80.2325492,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,87.5,,,459832500
USGS,254436080140201,G  - 296,GW,254436,0801402,25.74371136,-80.2336604,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,13.4,,,459832500
USGS,254438080141801,F  - 167,GW,254438,0801418,25.7442669,-80.238105,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,116,,,459832500
USGS,254438080195001,G  - 198,GW,254438,0801855,25.74426717,-80.3150516,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,, 6.24,U,.01,NGVD29,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,101,,,459832500
USGS,254440080125002,S  - 145,GW,254440,0801250,25.7448224,-80.2136597,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,63,,,459832500
USGS,254444080140201,D  - 120,GW,254444,0801402,25.7459335,-80.2336604,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,140,,,459832500
USGS,254444080144801,F  - 179,GW,254444.33,0801447.04,25.7456472,-80.2464,N,1,NAD83,NAD83,122,12,086,US,  SENWS16 T54S  R41E  T,,, 9.5,L, .1,NGVD29,03090202,21,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNYNYNN,N400BISCYN,112BSCNN,,77,,,2080-00200
USGS,254444080162201,F  - 308,GW,254444,0801622,25.7459336,-80.2725504,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,55.5,,,459832500
USGS,254446080141801,F  - 166,GW,254446,0801418,25.74648905,-80.238105,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,60.8,,,459832500
USGS,254447080164301,F  - 315,GW,254447,0801643,25.74676694,-80.2783839,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,40.3,,,459832500
USGS,254448080134801,F  - 148,GW,254448,0801348,25.74704457,-80.2297713,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,68.5,,,459832500
USGS,254449080204801,S  - 470,GW,254449,0802048,25.74732274,-80.3464413,M,U,NAD27,NAD83,122,12,086,US,,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,11.6,,,459832500
USGS,254449080204802,S  - 471,GW,254449,0802048,25.74732274,-80.3464413,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNNNN,,,,12,,,459832500
USGS,254453080132801,G  - 297,GW,254453,0801328,25.7484334,-80.2242156,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,11.3,,,459832500
USGS,254454080134801,F  - 147,GW,254454,0801348,25.74871118,-80.2297713,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,66.1,,,459832500
USGS,254454080141601,D  - 131,GW,254454,0801416,25.74871119,-80.2375494,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,112,,,459832500
USGS,254454080154401,F  - 304,GW,254454,0801544,25.74871126,-80.2619946,M,U,NAD27,NAD83,122,12,086,US,      S   T     R,,,,,,,03090202,21,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YYNNNNNN,,,,18,,,459832500
